Month,Day,Hour,Sammonpuistikko,Hietaniemenkatu,Eteläinen Hesperiankatu,Kesäkatu
6,1,0,5.75,,12.0,14.416666666666666
6,1,1,5.666666666666667,,12.0,15.0
6,1,2,6.916666666666667,,12.0,15.0
6,1,3,7.0,,12.0,15.0
6,1,4,7.0,,12.0,15.0
6,1,5,7.0,,12.166666666666666,15.0
6,1,6,6.166666666666667,,11.916666666666666,14.166666666666666
6,1,7,2.9166666666666665,,11.916666666666666,14.666666666666666
6,1,8,1.5833333333333333,,8.166666666666666,17.333333333333332
6,1,9,0.5833333333333334,,2.1666666666666665,21.666666666666668
6,1,10,5.25,,1.75,21.25
6,1,11,5.666666666666667,,3.25,12.25
6,1,12,4.166666666666667,,1.9166666666666667,11.583333333333334
6,1,13,3.8,,2.0,12.0
6,1,14,5.083333333333333,,3.4166666666666665,8.333333333333334
6,1,15,7.583333333333333,,6.5,8.833333333333334
6,1,16,6.416666666666667,,7.833333333333333,5.583333333333333
6,1,17,5.083333333333333,,13.333333333333334,4.166666666666667
6,1,18,4.166666666666667,,13.166666666666666,3.6666666666666665
6,1,19,3.3333333333333335,,15.833333333333334,7.583333333333333
6,1,20,4.666666666666667,,16.333333333333332,6.583333333333333
6,1,21,3.3333333333333335,,14.333333333333334,7.25
6,1,22,8.833333333333334,,13.833333333333334,7.083333333333333
6,1,23,10.5,,14.0,6.0
6,2,0,12.0,,14.0,6.0
6,2,1,11.083333333333334,,14.0,6.0
6,2,2,10.666666666666666,,14.0,6.0
6,2,3,10.0,,14.0,6.0
6,2,4,10.0,,14.0,6.0
6,2,5,10.0,,14.083333333333334,6.166666666666667
6,2,6,9.0,,15.0,7.166666666666667
6,2,7,5.333333333333333,,14.583333333333334,8.666666666666666
6,2,8,0.25,,10.583333333333334,10.166666666666666
6,2,9,0.5833333333333334,,8.833333333333334,16.583333333333332
6,2,10,0.0,,7.666666666666667,17.5
6,2,16,5.0,,12.583333333333334,12.0
6,2,17,3.0,,16.166666666666668,13.916666666666666
6,2,18,2.5,,13.583333333333334,12.0
6,2,19,3.75,,12.416666666666666,12.916666666666666
6,2,20,3.5833333333333335,,11.583333333333334,14.916666666666666
6,2,21,5.666666666666667,,14.833333333333334,15.0
6,2,22,6.083333333333333,,14.416666666666666,16.0
6,2,23,7.083333333333333,,16.916666666666668,15.916666666666666
6,3,0,6.333333333333333,,18.0,15.0
6,3,1,6.666666666666667,,18.75,15.0
6,3,2,6.083333333333333,,19.0,15.0
6,3,3,6.0,,19.0,15.0
6,3,4,6.333333333333333,,19.0,15.0
6,3,5,5.166666666666667,,19.0,15.0
6,3,6,2.0833333333333335,,18.0,14.25
6,3,7,1.0,,18.0,14.0
6,3,8,1.75,,18.0,14.0
6,3,9,0.4166666666666667,,17.583333333333332,14.0
6,3,10,0.8333333333333334,,18.5,14.0
6,3,11,0.5,,20.0,13.5
6,3,12,0.4166666666666667,,16.083333333333332,14.833333333333334
6,3,13,4.25,,7.75,14.0
6,3,14,9.333333333333334,,11.666666666666666,11.083333333333334
6,3,15,6.333333333333333,,12.916666666666666,8.916666666666666
6,3,16,5.833333333333333,,15.5,12.833333333333334
6,3,17,4.5,,16.166666666666668,13.833333333333334
6,3,18,0.8333333333333334,,16.416666666666668,13.166666666666666
6,3,19,0.75,,18.416666666666668,12.5
6,3,20,6.0,,18.5,10.5
6,3,21,5.083333333333333,,21.916666666666668,13.5
6,3,22,8.916666666666666,,22.916666666666668,12.75
6,3,23,6.75,,22.0,9.333333333333334
6,4,0,3.090909090909091,,22.636363636363637,9.0
6,4,1,3.3333333333333335,,24.083333333333332,10.666666666666666
6,4,2,4.25,,26.0,11.0
6,4,3,3.1666666666666665,,26.166666666666668,11.583333333333334
6,4,4,3.0833333333333335,,26.333333333333332,12.0
6,4,5,1.1666666666666667,,27.0,12.0
6,4,6,1.5,,27.0,12.0
6,4,7,1.0,,27.0,11.75
6,4,8,0.25,,27.0,11.666666666666666
6,4,9,0.0,,26.0,12.0
6,4,10,0.9166666666666666,,23.666666666666668,11.416666666666666
6,4,11,0.3333333333333333,,18.833333333333332,12.916666666666666
6,4,12,1.6666666666666667,,12.166666666666666,13.666666666666666
6,4,13,4.583333333333333,,10.25,15.416666666666666
6,4,14,0.25,,10.666666666666666,16.833333333333332
6,4,15,2.8333333333333335,,13.166666666666666,16.666666666666668
6,4,16,4.75,,18.583333333333332,17.583333333333332
6,4,17,5.25,,13.416666666666666,11.0
6,4,18,5.25,,9.916666666666666,10.916666666666666
6,4,19,2.0833333333333335,,6.333333333333333,11.416666666666666
6,4,20,1.75,,6.25,16.0
6,4,21,0.08333333333333333,,6.416666666666667,12.666666666666666
6,4,22,0.5833333333333334,,8.0,11.25
6,4,23,0.5833333333333334,,8.5,10.083333333333334
6,5,0,1.4166666666666667,,9.0,10.0
6,5,1,1.8333333333333333,,10.333333333333334,10.0
6,5,2,2.0,,11.0,10.0
6,5,3,2.0,,11.0,10.0
6,5,4,2.0,,11.0,10.0
6,5,5,1.8181818181818181,,11.181818181818182,10.0
6,5,6,0.16666666666666666,,12.0,10.0
6,5,7,0.0,,10.083333333333334,10.583333333333334
6,5,8,0.0,,7.714285714285714,12.571428571428571
6,5,9,0.3333333333333333,,0.5833333333333334,18.75
6,5,10,0.0,,2.4166666666666665,10.666666666666666
6,5,11,0.0,,3.6666666666666665,8.0
6,5,12,0.0,,1.1666666666666667,6.333333333333333
6,5,13,1.5,,8.75,2.25
6,5,14,2.6666666666666665,,9.5,1.8333333333333333
6,5,15,0.3333333333333333,,8.916666666666666,0.4166666666666667
6,5,16,3.6666666666666665,,6.083333333333333,0.0
6,5,17,8.416666666666666,,7.083333333333333,0.16666666666666666
6,5,18,7.416666666666667,,7.333333333333333,2.4166666666666665
6,5,19,10.5,,9.333333333333334,4.0
6,5,20,11.0,,11.25,2.75
6,5,21,13.0,,11.166666666666666,3.0833333333333335
6,5,22,11.25,,10.333333333333334,3.0
6,5,23,13.666666666666666,,10.0,3.0
6,6,0,14.0,,10.0,3.0
6,6,1,14.25,,10.0,2.5833333333333335
6,6,2,15.0,,10.0,2.0
6,6,3,15.75,,10.0,2.0
6,6,4,16.0,,10.0,2.0
6,6,5,16.0,,10.0,2.0
6,6,6,15.166666666666666,,10.75,2.25
6,6,7,9.833333333333334,,8.5,4.083333333333333
6,6,8,0.5833333333333334,,4.166666666666667,7.166666666666667
6,6,9,0.3333333333333333,,0.5,9.5
6,6,10,1.1666666666666667,,2.0,12.916666666666666
6,6,11,0.16666666666666666,,0.08333333333333333,15.75
6,6,12,0.0,,2.0,12.75
6,6,13,0.5833333333333334,,4.0,9.166666666666666
6,6,14,5.5,,7.75,4.25
6,6,15,10.75,,11.0,2.4166666666666665
6,6,16,9.75,,12.416666666666666,0.16666666666666666
6,6,17,11.833333333333334,,18.166666666666668,1.6666666666666667
6,6,18,7.909090909090909,,30.818181818181817,5.090909090909091
6,6,19,4.833333333333333,,24.25,1.5
6,6,20,6.25,,21.916666666666668,1.8333333333333333
6,6,21,11.25,,19.166666666666668,1.75
6,6,22,11.916666666666666,,18.0,1.25
6,6,23,13.0,,16.0,0.08333333333333333
6,7,0,12.0,,16.0,1.0
6,7,1,11.833333333333334,,16.0,1.0
6,7,2,12.083333333333334,,16.0,1.0
6,7,3,12.0,,16.0,1.0
6,7,4,12.0,,16.0,1.0
6,7,5,12.0,,16.0,1.0
6,7,6,10.25,,16.0,1.75
6,7,7,5.666666666666667,,15.416666666666666,4.166666666666667
6,7,8,0.25,,8.75,9.583333333333334
6,7,9,0.0,,7.75,12.666666666666666
6,7,10,0.08333333333333333,,9.75,11.916666666666666
6,7,11,0.25,,11.5,12.083333333333334
6,7,12,1.0833333333333333,,12.5,11.0
6,7,13,0.9166666666666666,,18.333333333333332,11.166666666666666
6,7,14,2.0833333333333335,,18.583333333333332,9.666666666666666
6,7,15,1.0833333333333333,,18.166666666666668,8.416666666666666
6,7,16,3.9166666666666665,,14.583333333333334,2.1666666666666665
6,7,17,3.5833333333333335,,12.833333333333334,5.0
6,7,18,5.166666666666667,,17.166666666666668,16.916666666666668
6,7,19,1.75,,20.75,18.916666666666668
6,7,20,4.5,,10.583333333333334,10.833333333333334
6,7,21,6.333333333333333,,7.666666666666667,9.583333333333334
6,7,22,5.833333333333333,,0.9166666666666666,9.083333333333334
6,7,23,4.25,,0.0,6.916666666666667
6,8,0,5.666666666666667,,0.0,5.583333333333333
6,8,1,6.0,,0.0,4.0
6,8,2,6.0,,0.0,4.0
6,8,3,6.0,,0.0,3.3333333333333335
6,8,4,6.0,,0.0,3.0
6,8,5,5.5,,0.0,3.0
6,8,6,2.25,,0.0,3.1666666666666665
6,8,7,0.5833333333333334,,0.0,4.333333333333333
6,8,8,0.0,,0.6666666666666666,5.75
6,8,9,0.0,,1.9166666666666667,8.75
6,8,10,0.9166666666666666,,0.75,8.166666666666666
6,8,11,0.8333333333333334,,0.0,8.0
6,8,12,1.5,,2.75,7.75
6,8,13,1.3333333333333333,,5.25,6.75
6,8,14,0.25,,4.833333333333333,6.166666666666667
6,8,15,0.0,,5.4,2.5
6,8,16,1.5833333333333333,,6.25,1.8333333333333333
6,8,17,2.5833333333333335,,9.666666666666666,1.5
6,8,18,2.5,,11.0,0.4166666666666667
6,8,19,1.4166666666666667,,10.833333333333334,0.0
6,8,20,0.16666666666666666,,11.75,0.16666666666666666
6,8,21,5.833333333333333,,11.833333333333334,2.0
6,8,22,11.916666666666666,,12.416666666666666,2.0
6,8,23,14.0,,13.0,2.0
6,9,0,12.916666666666666,,13.0,1.75
6,9,1,12.0,,13.0,1.4166666666666667
6,9,2,12.0,,13.0,2.0
6,9,3,13.0,,13.0,2.0
6,9,4,13.0,,13.0,2.0
6,9,5,13.0,,13.0,2.0
6,9,6,12.416666666666666,,14.083333333333334,2.5
6,9,7,7.583333333333333,,13.166666666666666,2.5
6,9,8,0.5,,6.583333333333333,4.75
6,9,9,0.0,,2.5833333333333335,10.666666666666666
6,9,10,0.0,,3.0,8.916666666666666
6,9,11,0.3333333333333333,,2.0833333333333335,5.833333333333333
6,9,12,2.5,,2.75,3.6666666666666665
6,9,13,2.0,,4.583333333333333,1.75
6,9,14,0.75,,6.166666666666667,0.9166666666666666
6,9,15,1.25,,7.0,0.08333333333333333
6,9,16,2.25,,7.583333333333333,0.16666666666666666
6,9,17,0.8333333333333334,,6.833333333333333,0.16666666666666666
6,9,18,0.08333333333333333,,2.5,0.5
6,9,19,1.1666666666666667,,2.6666666666666665,0.5833333333333334
6,9,20,1.9166666666666667,,3.3333333333333335,4.333333333333333
6,9,21,6.583333333333333,,5.916666666666667,5.083333333333333
6,9,22,15.75,,11.25,3.5833333333333335
6,9,23,16.0,,15.083333333333334,1.75
6,10,0,15.75,,15.833333333333334,0.5833333333333334
6,10,1,13.0,,15.166666666666666,1.1666666666666667
6,10,2,14.0,,17.333333333333332,0.6666666666666666
6,10,3,14.0,,18.0,0.0
6,10,4,14.0,,17.333333333333332,0.0
6,10,5,13.25,,17.916666666666668,0.0
6,10,6,13.0,,18.0,0.0
6,10,7,12.75,,18.0,0.0
6,10,8,7.916666666666667,,18.0,0.0
6,10,9,2.5833333333333335,,16.916666666666668,0.16666666666666666
6,10,10,0.08333333333333333,,18.5,0.3333333333333333
6,10,11,0.75,,19.0,6.166666666666667
6,10,12,0.25,,21.916666666666668,9.333333333333334
6,10,13,0.8333333333333334,,19.583333333333332,8.166666666666666
6,10,14,0.5,,24.583333333333332,4.916666666666667
6,10,15,1.6666666666666667,,27.25,8.75
6,10,16,0.9166666666666666,,4.333333333333333,9.666666666666666
6,10,17,2.4166666666666665,,3.5,6.0
6,10,18,0.8333333333333334,,4.666666666666667,11.25
6,10,19,1.0833333333333333,,6.5,6.333333333333333
6,10,20,1.75,,3.5833333333333335,0.4166666666666667
6,10,21,1.0,,3.0833333333333335,0.8333333333333334
6,10,22,3.0,,3.8333333333333335,2.0833333333333335
6,10,23,8.083333333333334,,1.4166666666666667,0.4166666666666667
6,11,0,7.0,,6.0,0.0
6,11,1,6.833333333333333,,7.0,0.0
6,11,2,12.0,,9.166666666666666,0.0
6,11,3,18.25,,11.25,0.08333333333333333
6,11,4,20.083333333333332,,12.666666666666666,1.0
6,11,5,18.166666666666668,,13.0,1.0
6,11,6,19.0,,9.0,1.0
6,11,7,18.916666666666668,,9.0,1.0
6,11,8,17.166666666666668,,9.0,1.0
6,11,9,11.75,,9.166666666666666,1.0
6,11,10,7.166666666666667,,8.666666666666666,3.1666666666666665
6,11,11,5.083333333333333,,10.166666666666666,3.9166666666666665
6,11,12,1.8333333333333333,,15.333333333333334,4.25
6,11,13,0.25,,16.083333333333332,9.666666666666666
6,11,14,1.25,,16.333333333333332,11.25
6,11,15,1.0,,4.083333333333333,10.833333333333334
6,11,16,3.25,,1.25,2.75
6,11,17,2.1666666666666665,,2.4166666666666665,2.0
6,11,18,2.4166666666666665,,2.3333333333333335,1.25
6,11,19,1.75,,2.1666666666666665,5.083333333333333
6,11,20,0.3333333333333333,,7.833333333333333,4.166666666666667
6,11,21,1.4166666666666667,,8.25,0.0
6,11,22,0.5,,6.75,0.0
6,11,23,2.0,,5.833333333333333,0.0
6,12,0,2.9166666666666665,,4.25,0.0
6,12,1,2.5,,4.0,0.08333333333333333
6,12,2,2.0,,4.0,1.0
6,12,3,2.0,,4.0,1.0
6,12,4,2.0,,4.0,1.0
6,12,5,2.0,,4.25,1.0
6,12,6,2.0,,5.166666666666667,1.1666666666666667
6,12,7,1.3333333333333333,,4.416666666666667,2.1666666666666665
6,12,8,0.0,,1.6666666666666667,3.5
6,12,9,0.0,,2.0,5.916666666666667
6,12,10,0.75,,3.9166666666666665,6.0
6,12,11,0.0,,7.0,6.0
6,12,12,0.5833333333333334,,7.0,6.0
6,12,13,0.08333333333333333,,7.0,6.0
6,12,14,1.0,,7.0,6.0
6,12,15,7.5,,7.916666666666667,6.083333333333333
6,12,16,8.090909090909092,,8.0,5.454545454545454
6,12,17,8.333333333333334,,7.0,4.833333333333333
6,12,18,9.166666666666666,,11.583333333333334,7.0
6,12,19,14.25,,12.666666666666666,6.083333333333333
6,12,20,14.833333333333334,,13.083333333333334,3.5
6,12,21,16.166666666666668,,12.0,0.5833333333333334
6,12,22,14.916666666666666,,12.0,2.75
6,12,23,15.75,,12.0,2.9166666666666665
6,13,0,15.333333333333334,,12.0,2.0
6,13,1,15.416666666666666,,12.0,2.0
6,13,2,16.0,,12.0,1.0
6,13,3,16.0,,12.0,1.0
6,13,4,16.083333333333332,,12.0,1.0
6,13,5,16.0,,12.0,1.0
6,13,6,14.333333333333334,,13.166666666666666,1.1666666666666667
6,13,7,9.083333333333334,,12.833333333333334,2.4166666666666665
6,13,8,2.9166666666666665,,6.75,4.833333333333333
6,13,9,1.6666666666666667,,3.0833333333333335,13.333333333333334
6,13,10,0.75,,3.25,13.5
6,13,11,0.0,,3.8333333333333335,13.666666666666666
6,13,12,0.3333333333333333,,2.9166666666666665,12.333333333333334
6,13,13,1.5833333333333333,,5.833333333333333,8.0
6,13,14,2.4166666666666665,,5.5,6.75
6,13,15,4.083333333333333,,7.333333333333333,5.0
6,13,16,7.5,,10.0,1.75
6,13,17,10.416666666666666,,17.583333333333332,0.9166666666666666
6,13,18,13.083333333333334,,18.416666666666668,1.0833333333333333
6,13,19,9.083333333333334,,13.25,2.1666666666666665
6,13,20,8.916666666666666,,8.666666666666666,5.0
6,13,21,11.166666666666666,,11.583333333333334,4.666666666666667
6,13,22,9.166666666666666,,12.666666666666666,5.0
6,13,23,8.916666666666666,,13.0,6.333333333333333
6,14,0,9.083333333333334,,13.0,7.0
6,14,1,9.0,,13.0,7.0
6,14,2,9.25,,13.0,7.0
6,14,3,10.0,,13.0,7.0
6,14,4,11.0,,13.0,7.0
6,14,5,11.083333333333334,,13.0,7.0
6,14,6,11.166666666666666,,12.916666666666666,7.25
6,14,7,6.583333333333333,,13.25,7.666666666666667
6,14,8,0.0,,7.5,11.75
6,14,9,0.0,,2.0,12.75
6,14,10,0.3333333333333333,,1.3333333333333333,12.5
6,14,11,0.0,,0.4166666666666667,12.75
6,14,12,2.75,,3.3333333333333335,12.583333333333334
6,14,13,1.5,,6.5,9.916666666666666
6,14,14,0.8333333333333334,,6.166666666666667,12.083333333333334
6,14,15,1.75,,7.083333333333333,9.583333333333334
6,14,16,3.4166666666666665,,14.75,5.75
6,14,17,5.5,,22.916666666666668,10.666666666666666
6,14,18,8.416666666666666,,25.416666666666668,12.583333333333334
6,14,19,5.75,,11.083333333333334,16.333333333333332
6,14,20,3.25,,13.75,16.75
6,14,21,0.6666666666666666,,16.666666666666668,13.333333333333334
6,14,22,2.3333333333333335,,12.25,14.916666666666666
6,14,23,2.5,,8.416666666666666,16.416666666666668
6,15,0,1.8333333333333333,,8.0,14.083333333333334
6,15,1,1.5833333333333333,,8.0,14.0
6,15,2,1.0,,8.0,14.5
6,15,3,0.0,,8.0,15.0
6,15,4,0.0,,8.0,15.0
6,15,5,0.0,,8.083333333333334,15.0
6,15,6,0.0,,9.0,15.5
6,15,7,3.25,,9.333333333333334,15.833333333333334
6,15,8,1.9166666666666667,,6.916666666666667,15.416666666666666
6,15,9,2.25,,1.9166666666666667,17.5
6,15,10,0.8333333333333334,,1.4166666666666667,17.083333333333332
6,15,11,2.8333333333333335,,1.8333333333333333,18.333333333333332
6,15,12,2.5833333333333335,,2.75,18.0
6,15,13,1.1666666666666667,,4.833333333333333,17.583333333333332
6,15,14,1.3333333333333333,,7.583333333333333,18.916666666666668
6,15,15,2.8333333333333335,,6.0,19.25
6,15,16,1.4166666666666667,,12.25,7.75
6,15,17,2.75,,16.5,4.25
6,15,18,1.6666666666666667,,20.166666666666668,0.9166666666666666
6,15,19,3.3333333333333335,,13.75,4.666666666666667
6,15,20,3.0833333333333335,,16.0,10.083333333333334
6,15,21,7.333333333333333,,16.416666666666668,4.833333333333333
6,15,22,11.833333333333334,,15.5,3.5
6,15,23,13.583333333333334,,11.75,0.3333333333333333
6,16,0,13.0,,11.0,0.0
6,16,1,13.666666666666666,,11.833333333333334,0.5
6,16,2,12.666666666666666,,12.0,0.0
6,16,3,11.75,,12.0,0.0
6,16,4,11.363636363636363,,12.0,0.0
6,16,5,11.083333333333334,,12.083333333333334,0.0
6,16,6,9.166666666666666,,13.666666666666666,0.16666666666666666
6,16,7,3.1666666666666665,,13.75,1.0833333333333333
6,16,8,0.6666666666666666,,3.75,0.8333333333333334
6,16,9,2.0833333333333335,,0.8333333333333334,3.0833333333333335
6,16,10,0.16666666666666666,,3.75,1.0
6,16,11,2.9166666666666665,,3.5,1.25
6,16,12,0.5,,3.0,1.0
6,16,13,0.0,,10.0,0.0
6,16,14,0.9166666666666666,,7.5,0.5833333333333334
6,16,15,3.25,,8.166666666666666,1.3333333333333333
6,16,16,2.25,,14.333333333333334,0.8333333333333334
6,16,17,2.6666666666666665,,13.5,2.9166666666666665
6,16,18,3.4166666666666665,,16.75,5.166666666666667
6,16,19,0.9166666666666666,,17.916666666666668,3.5833333333333335
6,16,20,0.8333333333333334,,15.333333333333334,3.5833333333333335
6,16,21,2.25,,7.166666666666667,2.4166666666666665
6,16,22,1.5833333333333333,,9.5,4.333333333333333
6,16,23,0.5833333333333334,,6.666666666666667,3.6666666666666665
6,17,0,2.75,,5.5,1.5833333333333333
6,17,1,4.083333333333333,,6.333333333333333,2.8333333333333335
6,17,2,6.0,,8.083333333333334,3.4166666666666665
6,17,3,6.333333333333333,,9.666666666666666,3.0
6,17,4,7.166666666666667,,10.0,3.0
6,17,5,6.333333333333333,,10.833333333333334,3.0
6,17,6,4.5,,11.0,3.0
6,17,7,2.6666666666666665,,11.0,3.5
6,17,8,1.1666666666666667,,9.833333333333334,4.0
6,17,9,0.6666666666666666,,10.25,4.333333333333333
6,17,10,0.4166666666666667,,13.5,6.583333333333333
6,17,11,0.5,,16.5,7.166666666666667
6,17,12,0.5,,15.083333333333334,11.583333333333334
6,17,13,0.3333333333333333,,16.166666666666668,12.083333333333334
6,17,14,1.0,,16.75,8.916666666666666
6,17,15,0.3333333333333333,,17.0,8.916666666666666
6,17,16,0.8333333333333334,,19.083333333333332,2.25
6,17,17,2.25,,13.75,0.3333333333333333
6,17,18,1.6666666666666667,,5.333333333333333,1.5
6,17,19,1.1666666666666667,,6.666666666666667,4.0
6,17,20,1.3333333333333333,,21.0,1.9166666666666667
6,17,21,0.9166666666666666,,25.0,0.5833333333333334
6,17,22,4.916666666666667,,31.0,1.75
6,17,23,5.5,,26.666666666666668,0.3333333333333333
6,18,0,7.583333333333333,,27.0,2.8333333333333335
6,18,1,11.916666666666666,,27.0,2.75
6,18,2,12.333333333333334,,26.5,5.0
6,18,3,13.416666666666666,,28.0,5.0
6,18,4,6.833333333333333,,28.25,5.0
6,18,5,1.4166666666666667,,29.0,5.0
6,18,6,0.0,,29.0,5.0
6,18,7,0.0,,29.0,5.0
6,18,8,0.0,,29.333333333333332,5.0
6,18,9,0.0,,30.083333333333332,6.75
6,18,10,0.0,,31.0,5.333333333333333
6,18,11,0.25,,30.083333333333332,3.0
6,18,12,0.3333333333333333,,27.333333333333332,1.0833333333333333
6,18,13,0.8333333333333334,,22.833333333333332,2.75
6,18,14,0.3333333333333333,,11.75,1.75
6,18,15,1.4166666666666667,,12.0,4.333333333333333
6,18,16,3.6666666666666665,,10.5,2.1666666666666665
6,18,17,5.916666666666667,,10.083333333333334,7.416666666666667
6,18,18,9.166666666666666,,11.5,8.25
6,18,19,4.416666666666667,,13.666666666666666,14.166666666666666
